Verified,Performance Title,Performance title in Japanese,Date,Time,Venue concatenated,Venue address,Latitude,Longtitude,Venue capacity,Genres concatenated,Performance types concatenated,"English name of performing troupes, performers concatenated","Kanji name of performing troupes, performers concatenated",Organizers/Sponsors concatenated,Org/Spon type 1,Organizers concatenated,org/spon type 2,Sponsors concatenated,org/spon type 3,Festival
,Fusion orchestra music performance by Orchestra Ensemble Kanazawa,,11/9/1994,19:30,Victoria Theatre & Concert Hall,"9 Empress Place, Singapore 179556",1.28834,103.851652,,Contemporary music,Concert,Orchestra Ensemble Kanazawa,,National Arts Council (NAC),,National Arts Council (NAC),,,,
,Iijima Akiko Piano Recital,,27/3/1994,20:00,Victoria Theatre & Concert Hall,"9 Empress Place, Singapore 179556",1.28834,103.851652,,Contemporary music,Concert,Iijima Akiko,,"The Music Society, Singapore (SGMUSO); National Arts Council (NAC)",,"The Music Society, Singapore (SGMUSO); National Arts Council (NAC)",,,,
,Narcissus,,1/6/1994,20:00,"Raffles Hotel, Jubilee Hall","1 Beach Road, Singapore 189673",1.294801,103.854467,,Butoh,Dance,Ankoku Buto - Kazuo Ohno; Yoshito Ohno,,,,,,,,
,The Dead Sea,,31/5/1994,20:00,"Raffles Hotel, Jubilee Hall","1 Beach Road, Singapore 189673",1.294801,103.854467,,Butoh,Dance,Ankoku Buto - Kazuo Ohno; Yoshito Ohno,,,,,,,,
,Japanese Folk Arts Show <--Art show or folk dance? What is an art show? Can we find its Japanese name?,,1/9/1994,19:30,Victoria Theatre & Concert Hall,"9 Empress Place, Singapore 179556",1.28834,103.851652,,Folk dance,Dance,17th Japanese Folk Performance Goodwill Mission (All Japan Folk Dance Federation),,"Embassy of Japan in Singapore; The Japanese Association, Singapore (JAS); The Japanese Cultural Society, Singapore (JCS)",,"Embassy of Japan in Singapore; The Japanese Association, Singapore (JAS); The Japanese Cultural Society, Singapore (JCS)",,,,
,Taisho Koto Concert,,28/8/1994,14:00,"Pan Pacific Singapore, Ballroom","7 Raffles Boulevard, Marina Square, Singapore 039595",1.292373,103.858804,,Traditional music; Choir,Concert,Saijyo Cultural Society of Ehime Prefecture; JCSS Choir,,"Embassy of Japan in Singapore; The Japanese Association, Singapore (JAS); The Japanese Cultural Society, Singapore (JCS)",,"Embassy of Japan in Singapore; The Japanese Association, Singapore (JAS); The Japanese Cultural Society, Singapore (JCS)",,,,
,"24th Japanese Cultural Festival: Variety show by Osuwa Daiko, Gifu Citizens International Friendship Society's Bon Odori Group and other performers",,22/8/1994,19:30,Victoria Theatre & Concert Hall,"9 Empress Place, Singapore 179556",1.28834,103.851652,,Traditional music; Folk dance,Others,Osuwa Daiko; Gifu Citizens Int'l Friendship Society's Bon-Odori Group; JCSS Suwa Daiko Team & Folk Dance Group; JAS Koto Group,,"Embassy of Japan in Singapore; The Japanese Association, Singapore (JAS); The Japanese Cultural Society, Singapore (JCS)",,"Embassy of Japan in Singapore; The Japanese Association, Singapore (JAS); The Japanese Cultural Society, Singapore (JCS)",,,,
,Story of Nippon Oto-kichi,,25/9/1994,20:00,Victoria Theatre & Concert Hall,"9 Empress Place, Singapore 179556",1.28834,103.851652,,Play,Theatre,Gekidan Theatre Wekkend; JCSS Choir and Suwa Daiko Team,,,,,,,,
,Alok Dancedrama,,1/6/1995,20:00,Kallang Theatre,"1 Stadium Walk, Singapore 397688",1.30191,103.87568,,Contemporary dance,Dance,Alok Dancedrama,,,,,,,,
,Rokkasen Concert: Modern Age with Ancient Instruments,,18/6/1995,20:00,"Raffles Hotel, Jubilee Hall","1 Beach Road, Singapore 189673",1.294801,103.854467,,Contemporary music; Traditional music,Concert,Rokkasen,,,,,,,,
,Rokkasen Concert: Modern Age with Ancient Instruments,,17/6/1995,20:00,"Raffles Hotel, Jubilee Hall","1 Beach Road, Singapore 189673",1.294801,103.854467,,Contemporary music; Traditional music,Concert,Rokkasen,,,,,,,,
,"Kyogen plays Suehirogari, Bonsan, Hiho Sake by Izumi School of Kyogen",,18/9/1995,20:00,"Suntec City, Auditorium","3 Temasek Boulevard, Singapore 038983",1.30488,103.90959,,Kyogen,Theatre,Izumi School of Kyogen,,National Arts Council (NAC); Embassy of Japan in Singapore,,National Arts Council (NAC); Embassy of Japan in Singapore,,,,
,"Kyogen plays Suehirogari, Bonsan, Hiho Sake by Izumi School of Kyogen",,19/9/1995,20:00,"Suntec City, Auditorium","3 Temasek Boulevard, Singapore 038983",1.30488,103.90959,,Kyogen,Theatre,Izumi School of Kyogen,,National Arts Council (NAC); Embassy of Japan in Singapore,,National Arts Council (NAC); Embassy of Japan in Singapore,,,,
,,,23/9/1995,Evening,"Raffles Hotel, Jubilee Hall","1 Beach Road, Singapore 189673",1.294801,103.854467,,Noh; Kabuki; Nihon Buyo,Talk,Fuji Dance Group - Fujima Kanshichikō and Tsumura Reijirō,,"Embassy of Japan in Singapore; Japanese Chamber of Commerce & Industry, Singapore (JCCI); Japan External Trade Organization (JETRO) Singapore; The Japanese Association, Singapore (JAS)",,"Embassy of Japan in Singapore; Japanese Chamber of Commerce & Industry, Singapore (JCCI); Japan External Trade Organization (JETRO) Singapore; The Japanese Association, Singapore (JAS)",,,,
,,,24/9/1995,Evening,"Raffles Hotel, Jubilee Hall","1 Beach Road, Singapore 189673",1.294801,103.854467,,Noh; Kabuki; Nihon Buyo,Talk,Fuji Dance Group - Fujima Kanshichikō and Tsumura Reijirō,,"Embassy of Japan in Singapore; Japanese Chamber of Commerce & Industry, Singapore (JCCI); Japan External Trade Organization (JETRO) Singapore; The Japanese Association, Singapore (JAS)",,"Embassy of Japan in Singapore; Japanese Chamber of Commerce & Industry, Singapore (JCCI); Japan External Trade Organization (JETRO) Singapore; The Japanese Association, Singapore (JAS)",,,,
,"Choral performance by Gunma Prefecture Women's Choir, JCSS Choir and JAS Women's Choir",,22/9/1995,19:30,Singapore Conference Hall,"7 Shenton Way, Singapore 068810",1.276165,103.84903,,Minyo; Choir,Concert,Gunma Prefecture Women's Choir; JCSS Choir; JAS Women's Choir,,"The Japanese Cultural Society, Singapore (JCS)",,,,,,
,Korei Hogakukai Foundation Koto Ensemble,,5/4/1995,19:30,"Raffles Hotel, Jubilee Hall","1 Beach Road, Singapore 189673",1.294801,103.854467,,Traditional music,Concert,Korei Hogakukai Foundation Koto Ensemble,,,,,,Nomura Singapore Limited,,
,Korei Hogakukai Foundation Koto Ensemble,,6/4/1995,19:30,"Raffles Hotel, Jubilee Hall","1 Beach Road, Singapore 189673",1.294801,103.854467,,Traditional music,Concert,Korei Hogakukai Foundation Koto Ensemble,,,,,,Nomura Singapore Limited,,
,,,24/9/1995,16:00,"Raffles Hotel, Jubilee Hall","1 Beach Road, Singapore 189673",1.294801,103.854467,,Nihon Buyo,Dance,Fuji Dance Group - Fujima Kanshichikō and Tsumura Reijirō,,"The Japanese Association, Singapore (JAS)",,Nomura Goodwill Mission II,,,,
,,,25/9/1995,16:00,"Raffles Hotel, Jubilee Hall","1 Beach Road, Singapore 189673",1.294801,103.854467,,Nihon Buyo,Dance,Fuji Dance Group - Fujima Kanshichikō and Tsumura Reijirō,,"The Japanese Association, Singapore (JAS)",,Nomura Goodwill Mission II,,,,
,,,26/9/1995,16:00,"Raffles Hotel, Jubilee Hall","1 Beach Road, Singapore 189673",1.294801,103.854467,,Nihon Buyo,Dance,Fuji Dance Group - Fujima Kanshichikō and Tsumura Reijirō,,"The Japanese Association, Singapore (JAS)",,Nomura Goodwill Mission II,,,,
,,,23/9/1995,17:00,"Raffles Hotel, Jubilee Hall","1 Beach Road, Singapore 189673",1.294801,103.854467,,Nihon buyo,Dance,Fuji Dance Group - Fujima Kanshichikō and Tsumura Reijirō,,"The Japanese Association, Singapore (JAS)",,Nomura Goodwill Mission II,,,,
,Orchestra Ensemble Kanazawa,,1/10/1995,19:30,Victoria Theatre & Concert Hall,"9 Empress Place, Singapore 179556",1.28834,103.851652,,Contemporary music,Concert,Orchestra Ensemble Kanazawa,,"National Arts Council (NAC); The Ishikawa Orchestra Foundation; Embassy of Japan in Singapore; The Japanese Association, Singapore (JAS); Japanese Chamber of Commerce & Industry, Singapore (JCCI); The Japan Council of Local Authorities for International Relations, Singapore (J.CLAIR Singapore); Japan External Trade Organization (JETRO) Singapore; All Nippon Airways (ANA); ANA Hotel; Panasonic; The Japan Foundation",,National Arts Council (NAC); The Ishikawa Orchestra Foundation; Embassy of Japan in Singapore,,"The Japanese Association, Singapore (JAS); Japanese Chamber of Commerce & Industry, Singapore (JCCI); The Japan Council of Local Authorities for International Relations, Singapore (J.CLAIR Singapore); Japan External Trade Organization (JETRO) Singapore; All Nippon Airways (ANA); ANA Hotel; Panasonic; The Japan Foundation",,
,,,23/3/1996,20:00,Black Box Theatre (Fort Canning),"Cox Terrace, Fort Canning Park, Singapore 179618",1.295543,103.846305,,Butoh,Dance,Kan Katsura; Miyazawa Kyoko,,,,,,,,
,,,28/3/1996,20:00,Black Box Theatre (Fort Canning),"Cox Terrace, Fort Canning Park, Singapore 179618",1.295543,103.846305,,Butoh,Dance,Kan Katsura; Miyazawa Kyoko,,,,,,,,
,,,29/3/1996,20:00,Black Box Theatre (Fort Canning),"Cox Terrace, Fort Canning Park, Singapore 179618",1.295543,103.846305,,Butoh,Dance,Kan Katsura; Miyazawa Kyoko,,,,,,,,
,,,30/3/1996,20:00,Black Box Theatre (Fort Canning),"Cox Terrace, Fort Canning Park, Singapore 179618",1.295543,103.846305,,Butoh,Dance,Kan Katsura; Miyazawa Kyoko,,,,,,,,
,,,25/7/1996,20:00,"The Substation, Guinness Theatre","45 Armenian Street, Singapore 179936",1.2944655,103.8492059,,Traditional music; Contemporary music; Contemporary dance,Others,Sawai Kazue (Koto); Saito Tetsu (Composer/arranger/double bass); Yamazaki Kota (Dancer/choreographer),,The Substation,,,,,,
,,,26/7/1996,20:00,"The Substation, Guinness Theatre","45 Armenian Street, Singapore 179936",1.2944655,103.8492059,,Traditional music; Contemporary music; Contemporary dance,Others,Sawai Kazue (Koto); Saito Tetsu (Composer/arranger/double bass); Yamazaki Kota (Dancer/choreographer),,The Substation,,,,,,
,,,27/7/1996,20:00,"The Substation, Guinness Theatre","45 Armenian Street, Singapore 179936",1.2944655,103.8492059,,Traditional music; Contemporary music; Contemporary dance,Others,Sawai Kazue (Koto); Saito Tetsu (Composer/arranger/double bass); Yamazaki Kota (Dancer/choreographer),,The Substation,,,,,,
,,,7/12/1996,20:00,"World Trade Centre, Harbour Pavilion",,1.264699,103.818807,,Jazz,Concert,Watanabe Sadao,,Stars Production (member of The Grande Group),,,,,,
,Tozan School of Shakuhachi Centennial Celebrations,,26/8/1996,12:00,"National Institute of Education (NIE), Music Studio 2","1 Nanyang Walk, Singapore 637616",1.34867,103.67978,,Traditional music,Concert,Tozan School of Shakuhachi-kai (Nakao Tozan); NTU Shakuhachi Club and others,,Nanyang Technological University (NTU),,Nanyang Technological University (NTU),,,,
,,,12/12/1996,Evening,"Sentosa, Sentosa Musical Fountain",,1.2556829,103.8201946,,Traditional music,Concert,Tokyo Dagaki Project,,,,,,,,
,Tozan School of Shakuhachi Centennial Celebrations,,25/8/1996,19:00,"Raffles Hotel, Jubilee Hall","1 Beach Road, Singapore 189673",1.294801,103.854467,,Traditional music,Concert,Tozan School of Shakuhachi-kai (Nakao Tozan); NTU Shakuhachi Club and others,,,,,,,,
,"Traditional Japanese music concert by Iwata Kumiko, Ueno Koshuzan, Yokoyama Kumiko and Kiyomizu Sae",,18/9/1996,Evening,"The Japanese Association, Singapore (JAS), Function Room","120 Adam Road, Singapore 289899",1.33073,103.816112,,Traditional music,Concert,Iwata Kimiko; Ueno Kōshuzan; Yokoyama Kumiko; Kiyomizu Sae,,"The Japanese Association, Singapore (JAS)",,"The Japanese Association, Singapore (JAS); The Japanese Association, Singapore (JAS)",,,,
,Oguri Hangan and Terute Hime,,17/6/1997,Evening,"Raffles Hotel, Jubilee Hall","1 Beach Road, Singapore 189673",1.294801,103.854467,,Play,Theatre,Yokohama Boat Theatre,,,,,,,,
,Oguri Hangan and Terute Hime,,18/6/1997,Evening,"Raffles Hotel, Jubilee Hall","1 Beach Road, Singapore 189673",1.294801,103.854467,,Play,Theatre,Yokohama Boat Theatre,,,,,,,,
,Oguri Hangan and Terute Hime,,19/6/1997,Evening,"Raffles Hotel, Jubilee Hall","1 Beach Road, Singapore 189673",1.294801,103.854467,,Play,Theatre,Yokohama Boat Theatre,,,,,,,,
,Ri Koran: The Musical,,19/6/1997,19:30,Kallang Theatre,"1 Stadium Walk, Singapore 397688",1.30191,103.87568,,Play,Theatre,Shiki Theatrical Company,,,,,,,,
,Ri Koran: The Musical,,20/6/1997,19:30,Kallang Theatre,"1 Stadium Walk, Singapore 397688",1.30191,103.87568,,Play,Theatre,Shiki Theatrical Company,,,,,,,,
,Ri Koran: The Musical,,21/6/1997,19:30,Kallang Theatre,"1 Stadium Walk, Singapore 397688",1.30191,103.87568,,Play,Theatre,Shiki Theatrical Company,,,,,,,,
,Hitachi Symphony Orchestra in Singapore,,26/10/1997,19:30,Victoria Theatre & Concert Hall,"9 Empress Place, Singapore 179556",1.28834,103.851652,,Contemporary music,Concert,Hitachi Symphony Orchestra,,"Hitachi, Ltd",,"Hitachi, Ltd; Hitachi, Ltd",,,,
,Minyo performance by groups from various prefectures of Japan,,9/3/1997,14:00,"Suntec City, Auditorium","3 Temasek Boulevard, Singapore 038983",1.30488,103.90959,,Minyo; Traditional music,Others,Japan Minyō Association; JCSS Dance Ensemble; JCSS Taiko Ensemble,,"The Japanese Cultural Society, Singapore (JCS); Japan Minyō Association",,"Japan Minyō Association; The Japanese Cultural Society, Singapore (JCS)",,,,
,Koto and Shakuhachi concert,箏・KOTO&BAMBOO・尺八コンサート～奏音人（ソネット）～,24/5/1998,14:30,"The Japanese Association, Singapore (JAS), Auditorium","120 Adam Road, Singapore 289899",1.33073,103.816112,,Contemporary music; Traditional music,Concert,Sonetto???,,"The Japanese Association, Singapore (JAS)",,"The Japanese Association, Singapore (JAS)",,,,
,"Nihon Buyo performance by Nakamura Kyozo, Nakamura Shibajaku and Otani Tomohiko",,14/2/1998,20:00,Victoria Theatre & Concert Hall,"9 Empress Place, Singapore 179556",1.28834,103.851652,,Nihon Buyo,Dance,Nakamura Kyōzō (AS),,National University of Singapore (NUS); Embassy of Japan in Singapore; The Japan Foundation,,National University of Singapore (NUS); Embassy of Japan in Singapore; The Japan Foundation,,,,
,Waseda concert for charity,,22/2/1998,20:00,Victoria Theatre & Concert Hall,"9 Empress Place, Singapore 179556",1.28834,103.851652,,Contemporary music,Concert,Waseda Symphony Orchestra,,,,,,,,
,THE EMONDO,,12/9/1998,19:00,Kallang Theatre,"1 Stadium Walk, Singapore 397688",1.30191,103.87568,,Others,Talk,Shimoseki Musibi no Kai from Kyoto Wabunka Association,,"The Japanese Association, Singapore (JAS); Kyoto Association of Japanese Culture",,"The Japanese Association, Singapore (JAS); Chakuso-do Koten Miyajima-ryu Ichimon Shimonoseki Musubi no Kai",,,,
,Erion,エリオン,13/9/1998,14:00,"The Japanese Association, Singapore (JAS), Auditorium","120 Adam Road, Singapore 289899",1.33073,103.816112,,Play,Theatre,Sekai Gekidan (Ehime),,"The Japanese Association, Singapore (JAS)",,"The Japanese Association, Singapore (JAS)",,,,
,Erion,エリオン,13/9/1998,18:00,"The Japanese Association, Singapore (JAS), Auditorium","120 Adam Road, Singapore 289899",1.33073,103.816112,,Play,Theatre,Sekai Gekidan (Ehime),,"The Japanese Association, Singapore (JAS)",,"The Japanese Association, Singapore (JAS)",,,,
,Lecture demonstration of dance pieces from Kabuki play Ayatsuri Sanbasō,,2/11/1998,13:00-14:00,"National University of Singapore (NUS), Lecture Theatre 13 (LT13)","10 Kent Ridge Crescent, Singapore 119260",1.29503,103.77091,,Kabuki,Talk,Nakamura Kyōzō,,NUS Centre for the Arts (CFA); Embassy of Japan in Singapore; The Japan Foundation,,NUS Centre for the Arts (CFA); Embassy of Japan in Singapore; The Japan Foundation,,,,
,Shakuhachi Recital,,22/12/1998,20:00,"The Substation, Guinness Theatre","45 Armenian Street, The Substation, Singapore 179936",1.2944655,103.8492059,,Traditional music,Concert,Ueno Koshuzan,上野宏秀山,The Substation,,,,,,
,Water Station,,25/6/1998,20:00,"Raffles Hotel, Jubilee Hall","1 Beach Road, Singapore 189673",1.294801,103.854467,,Play,Theatre,Theatre Uzura (Ohta Shōgo),,National Arts Council (NAC),,National Arts Council (NAC),,,,
,Water Station,,26/6/1998,20:00,"Raffles Hotel, Jubilee Hall","1 Beach Road, Singapore 189673",1.294801,103.854467,,Play,Theatre,Theatre Uzura (Ohta Shōgo),,National Arts Council (NAC),,National Arts Council (NAC),,,,
,Water Station,,27/6/1998,20:00,"Raffles Hotel, Jubilee Hall","1 Beach Road, Singapore 189673",1.294801,103.854467,,Play,Theatre,Theatre Uzura (Ohta Shōgo),,National Arts Council (NAC),,National Arts Council (NAC),,,,
,Water Station,,28/6/1998,20:00,"Raffles Hotel, Jubilee Hall","1 Beach Road, Singapore 189673",1.294801,103.854467,,Play,Theatre,Theatre Uzura (Ohta Shōgo),,National Arts Council (NAC),,National Arts Council (NAC),,,,
,Nocturne,,18/6/1998,Evening,"Raffles Hotel, Jubilee Hall","1 Beach Road, Singapore 189673",1.294801,103.854467,,Butoh,Dance,Buto-Sha Tenkei,,National Arts Council (NAC),,Singapore International Festival of Arts (SIFA),,,,
,Lear,,30/1/1999,14:30,Kallang Theatre,"1 Stadium Walk, Singapore 397688",1.30191,103.87568,,Play,Theatre,TheatreWorks and various performers,,TheatreWorks; National Arts Council (NAC),,TheatreWorks; National Arts Council (NAC),,Orchard Hotel Singapore; National Arts Council (NAC) Arts Fund,,
,Lear,,28/1/1999,20:00,Kallang Theatre,"1 Stadium Walk, Singapore 397688",1.30191,103.87568,,Play,Theatre,TheatreWorks and various performers,,TheatreWorks; National Arts Council (NAC),,TheatreWorks; National Arts Council (NAC),,Orchard Hotel Singapore; National Arts Council (NAC) Arts Fund,,
,Lear,,29/1/1999,20:00,Kallang Theatre,"1 Stadium Walk, Singapore 397688",1.30191,103.87568,,Play,Theatre,TheatreWorks and various performers,,TheatreWorks; National Arts Council (NAC),,TheatreWorks; National Arts Council (NAC),,Orchard Hotel Singapore; National Arts Council (NAC) Arts Fund,,
,Lear,,30/1/1999,20:00,Kallang Theatre,"1 Stadium Walk, Singapore 397688",1.30191,103.87568,,Play,Theatre,TheatreWorks and various performers,,TheatreWorks; National Arts Council (NAC),,TheatreWorks; National Arts Council (NAC),,Orchard Hotel Singapore; National Arts Council (NAC) Arts Fund,,
,Lear,,31/1/1999,20:00,Kallang Theatre,"1 Stadium Walk, Singapore 397688",1.30191,103.87568,,Play,Theatre,TheatreWorks and various performers,,TheatreWorks; National Arts Council (NAC),,TheatreWorks; National Arts Council (NAC),,Orchard Hotel Singapore; National Arts Council (NAC) Arts Fund,,
,Rakugo In English Singapore Tour '99,,29/8/1999,13:00-14:30,"The Japanese Association, Singapore (JAS)","120 Adam Road, Singapore 289899",1.33073,103.816112,,Rakugo,Theatre,Kaishi Katsura; Asakichi Katsura; Ippei Hayashiya; Kakusho Shofukutei,,"National Library Board (NLB); The Japanese Association, Singapore (JAS)",,,,,,
,Rakugo In English Singapore Tour '99,,28/8/1999,16:00-17:30,Marine Parade Community Library,"278 Marine Parade Road, Marine Parade Public Library, Singapore 449282",1.30488,103.90959,,Rakugo,Theatre,Kaishi Katsura; Asakichi Katsura; Ippei Hayashiya; Kakusho Shofukutei,,"National Library Board (NLB); The Japanese Association, Singapore (JAS)",,,,,,
